"Timestamp","Accelerometer X","Accelerometer Y","Accelerometer Z","Gyroscope X","Gyroscope Y","Gyroscope Z","System Timestamp"
3105.4993,-0.19043498,0.28463334,9.366136,0.36363637,0.36363637,0.36363637,1400729741044
3123.0774,-0.17848398,0.22826193,9.463198,0.0,0.36363637,0.36363637,1400729741072
3140.6555,-0.25003523,0.09581353,9.467291,0.36363637,0.36363637,0.72727275,1400729741073
3158.2336,-0.25168133,0.23752578,9.444393,0.36363637,0.36363637,0.72727275,1400729741105
3175.8118,-0.115597345,0.16584997,9.439448,0.0,0.36363637,0.36363637,1400729741108
3193.39,-0.1254261,0.08301515,9.415405,0.0,0.0,0.0,1400729741142
3210.968,-0.20886421,0.1791339,9.501045,0.0,0.0,0.0,1400729741144
3228.5461,-0.18696009,0.045134887,9.474127,0.0,0.0,0.36363637,1400729741176
3246.1243,-0.16757077,0.11272273,9.397312,0.72727275,0.0,0.36363637,1400729741181
3263.7024,-0.24192837,0.2125503,9.353046,0.36363637,0.36363637,0.72727275,1400729741187
3281.2805,-0.15057385,0.2321659,9.133114,0.0,0.36363637,0.0,1400729741211
3298.8586,-0.17932549,0.13790381,9.288689,0.0,0.36363637,1.0909091,1400729741246
3316.4368,-0.28370184,0.29791725,9.427732,0.0,0.36363637,0.36363637,1400729741249
3334.015,-0.27069554,0.20413548,9.592914,0.0,0.36363637,0.72727275,1400729741281
3351.593,-0.28311104,0.19361539,9.382512,0.0,0.36363637,0.72727275,1400729741283
3369.1711,-0.19815509,0.13770865,9.488867,0.36363637,0.36363637,0.36363637,1400729741286
3386.7493,-0.08494502,0.291598,9.505429,-0.72727275,-0.72727275,0.36363637,1400729741322
3404.3274,-0.18857898,0.036614396,9.303717,0.36363637,0.36363637,0.36363637,1400729741334
3421.9055,-0.07432722,0.22820973,9.462153,0.72727275,0.0,1.0909091,1400729741368
3439.4836,-0.16881652,0.1491307,9.309145,0.36363637,0.36363637,0.36363637,1400729741375
3457.0618,-0.1873449,0.064591885,9.455103,0.0,0.72727275,0.0,1400729741405
3474.64,-0.32343274,0.1577295,9.481121,-0.36363637,0.0,0.36363637,1400729741406
3492.218,-0.2082015,0.20410416,9.592287,0.0,0.0,0.0,1400729741438
3509.7961,-0.14655286,0.13517652,9.438225,-0.36363637,0.0,0.0,1400729741445
3527.3743,-0.1773354,0.20208368,9.551878,0.36363637,0.36363637,0.72727275,1400729741476
3544.9524,-0.24127148,0.26971328,9.475899,0.0,0.36363637,0.72727275,1400729741478
3562.5305,-0.11636695,0.20476396,9.4014015,0.36363637,0.36363637,0.36363637,1400729741481
3580.1086,-0.16641636,0.05435174,9.454382,0.0,-0.36363637,0.0,1400729741513
3597.6868,-0.08549502,0.17055076,9.329383,0.0,0.0,0.36363637,1400729741545
3615.265,-0.2414425,0.16140178,9.350485,0.0,0.36363637,0.36363637,1400729741550
3632.843,-0.10623114,0.17106241,9.339616,0.0,0.36363637,0.72727275,1400729741571
3650.4211,-0.282734,0.21708204,9.443682,0.0,0.0,0.36363637,1400729741572
3667.9993,-0.17859086,0.2921462,9.516394,-0.72727275,-0.72727275,-0.36363637,1400729741605
3685.5774,-0.19881585,0.102007486,9.387089,0.36363637,0.0,0.36363637,1400729741641
3703.1555,-0.27345526,0.17886962,9.291678,-0.36363637,0.0,0.36363637,1400729741643
3720.7336,-0.30325633,0.08982517,9.347524,0.0,0.0,0.36363637,1400729741649
3738.3118,-0.2401851,0.06060835,9.375432,0.36363637,0.36363637,0.36363637,1400729741686
3755.89,-0.06467144,0.21346396,9.37132,-0.36363637,0.36363637,0.72727275,1400729741687
3773.468,-0.11560318,0.1980427,9.471058,-0.36363637,-0.36363637,0.36363637,1400729741717
3791.0461,-0.24039693,0.17764595,9.471286,-0.36363637,0.0,0.36363637,1400729741719
3808.6243,-0.1280517,0.3699481,9.439778,-0.36363637,0.0,0.0,1400729741753
3826.2024,-0.22998515,0.19910255,9.492255,0.0,0.36363637,0.72727275,1400729741755
3843.7805,-0.14836803,0.15784635,9.279376,0.0,-0.36363637,0.0,1400729741785
3861.3586,-0.25216135,0.25648156,9.415346,0.0,0.0,0.36363637,1400729741787
3878.9368,-0.39904776,0.35835052,9.411908,-0.36363637,0.0,0.0,1400729741828
3896.515,0.0076591345,0.25334382,9.352591,0.0,0.36363637,0.36363637,1400729741829
3914.093,-0.3479139,0.3103887,9.268998,-0.72727275,0.0,0.36363637,1400729741855
3931.6711,-0.18898128,0.15264958,9.379522,0.36363637,0.72727275,0.36363637,1400729741860
3949.2493,-0.27046427,-0.020211214,9.391694,-0.72727275,-0.36363637,0.0,1400729741897
3966.8274,-0.3123427,0.11830909,9.509039,0.36363637,0.36363637,0.72727275,1400729741902
3984.4055,-0.25244704,0.25497794,9.385273,0.0,0.36363637,0.72727275,1400729741934
4001.9836,-0.23992078,0.18015197,9.521407,0.0,0.36363637,0.72727275,1400729741937
4019.5618,-0.13532482,-0.1398227,9.244362,0.36363637,0.0,0.36363637,1400729741951
4037.14,-0.29094,0.121305875,9.5689745,0.0,0.0,0.0,1400729741981
4054.718,-0.14692405,0.079517156,9.345445,-0.36363637,0.0,0.0,1400729741984
4072.2961,-0.15523691,0.047625255,9.523933,-0.36363637,0.0,0.0,1400729742016
4089.8743,-0.2952039,0.5070274,9.528303,0.0,0.0,0.36363637,1400729742018
4107.452,-0.2639219,0.31385538,9.338332,0.36363637,0.36363637,0.36363637,1400729742026
4125.0303,-0.30366254,0.22732218,9.444403,-0.36363637,0.0,0.36363637,1400729742059
4142.6084,-0.23068283,0.36728868,9.590672,0.0,0.0,0.0,1400729742095
4160.1865,-0.27616832,0.4223777,9.263881,0.0,0.0,0.36363637,1400729742096
4177.7646,-0.12754835,0.22222137,9.342386,0.0,0.36363637,0.72727275,1400729742130
4195.343,-0.18734294,0.053860977,9.444567,0.0,0.0,0.36363637,1400729742134
4212.921,-0.16844727,0.21552098,9.41246,0.36363637,0.36363637,0.72727275,1400729742168
4230.499,-0.22186662,0.25145385,9.314792,-0.72727275,-0.72727275,-0.36363637,1400729742173
4248.077,-0.23972255,0.13823074,9.499309,0.0,0.36363637,0.72727275,1400729742176
4265.6553,-0.15821818,0.19305153,9.371235,0.0,0.0,0.36363637,1400729742210
4283.2334,-0.25256172,0.36178586,9.480615,0.36363637,0.36363637,0.72727275,1400729742214
4300.8115,-0.28388646,0.2647221,9.376075,-0.36363637,0.0,0.36363637,1400729742246
4318.3896,-0.19806957,0.19186442,9.551574,0.0,0.0,0.36363637,1400729742256
4335.968,-0.15763903,0.15313512,9.389234,-0.36363637,-0.36363637,0.36363637,1400729742259
4353.546,-0.2494658,0.109551676,9.537972,-0.36363637,-0.36363637,0.0,1400729742290
4371.124,-0.08443389,0.10094765,9.365891,-0.36363637,-0.36363637,0.36363637,1400729742296
4388.702,-0.3460035,0.28822008,9.437871,0.36363637,0.0,0.72727275,1400729742327
4406.2803,-0.2007457,0.2314852,9.323582,0.36363637,0.36363637,0.72727275,1400729742336
4423.8584,-0.15938424,0.315808,9.377384,0.0,0.0,0.36363637,1400729742369
4441.4365,-0.21137321,0.34852803,9.41954,-0.36363637,0.0,0.0,1400729742409
4459.0146,-0.094849564,0.10095287,9.365996,0.36363637,0.36363637,0.36363637,1400729742412
4476.593,-0.15997505,0.42010987,9.4226055,0.36363637,0.36363637,0.72727275,1400729742416
4494.171,-0.1380748,0.30757266,9.4167595,0.0,0.36363637,0.72727275,1400729742418
4511.749,-0.25139564,0.2390294,9.474465,-0.72727275,0.0,0.0,1400729742448
4529.327,-0.19845243,0.20059049,9.522014,-0.36363637,0.72727275,1.0909091,1400729742461
4546.9053,-0.12745701,0.24418439,9.373484,0.0,0.36363637,0.72727275,1400729742498
4564.4834,-0.040472094,0.037839323,9.532297,0.0,0.36363637,0.72727275,1400729742499
4582.0615,-0.26093483,0.13623637,9.459421,0.72727275,0.36363637,1.0909091,1400729742535
4599.6396,-0.21822849,0.16319056,9.590342,0.0,-0.36363637,0.0,1400729742537
4617.218,-0.052625213,0.15759377,9.478406,0.0,-0.36363637,0.36363637,1400729742572
4634.796,-0.096573405,0.14558572,9.238245,-0.36363637,0.0,0.0,1400729742573
4652.374,-0.09266707,0.15540422,9.638697,0.0,0.0,0.36363637,1400729742601
4669.952,-0.16891758,0.18082222,9.33073,0.36363637,0.36363637,0.36363637,1400729742607
4687.5303,-0.33489594,0.15222147,9.37096,0.0,0.36363637,0.72727275,1400729742609
4705.1084,-0.18687846,0.12075246,9.557906,0.0,0.0,0.36363637,1400729742634
4722.6865,-0.22013113,0.14243554,9.379323,0.0,1.0909091,0.72727275,1400729742672
4740.2646,-0.2202283,0.15266524,9.379835,0.0,0.36363637,0.72727275,1400729742674
4757.843,-0.2663201,0.39790344,9.182558,0.0,0.36363637,0.72727275,1400729742702
4775.421,-0.1287805,0.18351297,9.180464,0.36363637,0.36363637,0.72727275,1400729742705
4792.999,-0.23120758,0.106739596,9.277649,0.0,0.36363637,0.72727275,1400729742738
4810.577,-0.23190138,0.2534639,9.354992,0.0,1.0909091,1.0909091,1400729742741
4828.1553,-0.13930888,0.27959517,9.265373,0.0,0.36363637,0.72727275,1400729742772
4845.7334,-0.27298105,0.19210656,9.352335,0.0,0.36363637,1.0909091,1400729742776
4863.3115,-0.14529155,0.012921276,9.442099,0.72727275,0.36363637,0.72727275,1400729742810
4880.8896,-0.19910349,0.111234784,9.367553,-0.36363637,0.0,0.36363637,1400729742819
4898.468,-0.08473318,0.1745604,9.409575,-0.36363637,0.0,0.36363637,1400729742851
4916.046,-0.3049277,0.37103924,9.461601,0.0,-0.36363637,0.36363637,1400729742853
4933.624,-0.032250572,0.047768198,9.322711,0.0,0.0,0.0,1400729742886
4951.202,-0.4590989,0.027522847,9.325967,-0.36363637,-0.36363637,0.72727275,1400729742888
4968.7803,-0.28325096,0.4399251,9.614829,0.36363637,0.0,0.72727275,1400729742919
4986.3584,-0.14029227,0.44627768,9.333716,0.72727275,0.0,0.72727275,1400729742920
5003.9365,-0.18602917,0.16818695,9.690269,0.0,-0.36363637,0.72727275,1400729742954
5021.5146,-0.14760426,0.15112509,9.349032,0.0,0.36363637,0.36363637,1400729742955
5039.093,-0.20112856,0.2402113,9.294022,0.0,0.36363637,0.72727275,1400729742968
5056.671,-0.12678458,0.2155001,9.412043,0.0,0.0,0.72727275,1400729743000
5074.249,-0.21906222,0.029908793,9.373686,0.0,0.0,0.72727275,1400729743005
5091.827,-0.10420995,0.06354771,9.434219,0.36363637,0.72727275,0.36363637,1400729743036
5109.4053,-0.11483357,0.15912871,9.509105,0.72727275,0.72727275,0.72727275,1400729743041
5126.9834,-0.043255113,0.14134438,9.3575,0.36363637,0.36363637,0.72727275,1400729743076
5144.5615,-0.20065047,0.23198642,9.333606,0.0,0.0,0.72727275,1400729743080
5162.1396,-0.2821432,0.11278016,9.39846,0.0,0.0,0.0,1400729743103
5179.718,-0.073837474,0.15559939,9.438519,-0.36363637,0.0,0.0,1400729743105
5197.296,-0.09388756,0.052310374,9.413554,-0.36363637,-0.36363637,0.0,1400729743137
5214.874,-0.39691773,0.17622064,9.4427805,-0.36363637,0.0,0.36363637,1400729743139
5232.452,-0.32326367,0.27677193,9.617071,0.36363637,0.0,0.36363637,1400729743174
5250.0303,-0.17779793,0.12446128,9.428001,0.0,0.0,0.36363637,1400729743207
5267.6084,-0.10516807,0.09072839,9.365588,0.0,0.0,0.36363637,1400729743212
5285.1865,-0.19960295,0.23749967,9.443871,0.36363637,0.0,0.36363637,1400729743216
5302.7646,-0.14722334,0.1531299,9.389129,0.0,0.0,0.0,1400729743219
5320.343,-0.09680662,0.38066334,9.450001,0.0,0.36363637,0.0,1400729743255
5337.921,-0.27242327,0.27023014,9.486236,0.0,0.36363637,0.72727275,1400729743288
5355.499,-0.16737254,0.070801504,9.375214,0.36363637,0.0,0.36363637,1400729743290
5373.077,-0.2537861,0.2801538,9.276546,0.36363637,0.36363637,0.36363637,1400729743327
5390.6553,-0.36584175,0.06789347,9.317053,-0.36363637,0.0,0.36363637,1400729743329
5408.2334,-0.23354554,0.38444522,9.321558,0.36363637,0.72727275,1.0909091,1400729743331
5425.8115,-0.11656907,0.26814702,9.444573,0.0,0.36363637,0.36363637,1400729743365
5443.3896,-0.34415528,0.08312479,9.417598,-0.72727275,0.36363637,0.0,1400729743398
5460.968,0.02984118,0.16377206,9.39789,-0.36363637,0.0,0.0,1400729743409
5478.546,-0.36633536,0.16196564,9.361762,0.0,0.0,0.36363637,1400729743431
5496.124,-0.20895556,0.15717088,9.469948,-0.36363637,-0.36363637,0.0,1400729743433
5513.702,-0.2317906,0.16811782,9.280724,0.0,0.36363637,0.72727275,1400729743435
5531.2803,-0.32514495,0.1379769,9.290151,-0.36363637,0.36363637,0.36363637,1400729743466
5548.8584,-0.10557814,0.24968721,9.483541,-0.36363637,0.36363637,0.0,1400729743497
5566.4365,-0.33461025,0.15372509,9.401032,0.36363637,0.36363637,0.36363637,1400729743499
5584.0146,-0.10064299,0.51084787,9.196548,-0.72727275,-0.36363637,0.0,1400729743535
5601.593,-0.043367833,0.23742136,9.442305,0.0,0.0,0.36363637,1400729743537
5619.171,-0.32544422,0.21158965,9.333834,0.0,0.36363637,0.36363637,1400729743569
5636.749,-0.117725424,0.33724892,9.39804,0.36363637,0.36363637,0.72727275,1400729743576
5654.327,-0.37541395,0.1475259,9.481131,0.36363637,0.0,0.72727275,1400729743605
5671.9053,-0.1371089,0.23746835,9.443245,0.36363637,0.36363637,0.72727275,1400729743608
5689.4834,-0.28234142,0.1547014,9.420559,0.36363637,0.36363637,0.36363637,1400729743612
5707.0615,-0.31464958,0.22432017,9.384362,0.0,1.0909091,1.0909091,1400729743638
5724.6396,-0.4905597,0.15530701,9.432671,-0.36363637,0.36363637,0.36363637,1400729743675
5742.218,-0.06285626,0.19079413,9.530169,-0.36363637,0.0,0.36363637,1400729743678
5759.796,-0.25166968,0.17314032,9.381174,-0.36363637,0.0,0.36363637,1400729743707
5777.374,-0.16948119,0.13489136,9.228439,0.0,0.0,0.36363637,1400729743709
5794.952,-0.17896596,0.25794864,9.444687,0.36363637,0.0,0.36363637,1400729743742
5812.5303,-0.03314456,0.24714464,9.432689,0.36363637,0.36363637,0.72727275,1400729743746
5830.1084,-0.12650861,0.27065825,9.494798,-0.36363637,0.36363637,0.0,1400729743779
5847.6865,-0.09459303,0.26342013,9.554117,-0.36363637,0.0,1.0909091,1400729743782
5865.2646,-0.1668517,-0.1735034,9.182993,0.0,0.36363637,0.36363637,1400729743792
5882.843,-0.35649303,0.16968408,9.312049,0.36363637,0.36363637,0.72727275,1400729743830
5900.421,-0.23044768,0.12148015,9.368379,0.0,0.36363637,0.72727275,1400729743833
5917.999,-0.33669946,0.11050584,9.148892,-0.36363637,-0.72727275,0.0,1400729743861
5935.577,-0.29361805,0.17165759,9.351519,0.36363637,0.36363637,1.0909091,1400729743865
5953.1553,-0.39844725,0.20039408,9.314004,-0.72727275,-0.72727275,0.0,1400729743900
5970.7334,-0.14702706,0.121939585,9.377567,0.36363637,0.36363637,0.72727275,1400729743903
5988.3115,-0.23876637,0.12178098,9.578477,0.0,0.0,0.0,1400729743931
6005.8896,-0.20035118,0.15837365,9.289922,0.36363637,0.36363637,-0.36363637,1400729743935
6023.468,-0.2735602,0.23202296,9.334336,0.0,0.0,0.72727275,1400729743967
6041.046,-0.1668692,-0.0769252,9.2778225,-0.36363637,-0.36363637,0.0,1400729743969
6058.624,-0.085411444,0.23543742,9.402626,0.0,0.0,0.0,1400729744002
6076.202,-0.21918078,0.15817851,9.490101,0.36363637,0.36363637,0.72727275,1400729744005
6093.7803,-0.26245847,0.12821707,9.299035,0.0,0.0,0.0,1400729744039
6111.3584,-0.14638183,0.24348803,9.563639,0.0,0.36363637,0.36363637,1400729744040
6128.9365,-0.20942588,0.122472115,9.388218,0.0,0.0,0.72727275,1400729744070
6146.5146,-0.35592747,0.20488405,9.403804,0.0,0.36363637,0.36363637,1400729744073
6164.093,-0.0650543,0.22219004,9.34176,-0.36363637,0.0,0.36363637,1400729744105
6181.671,-0.27365738,0.24225266,9.334849,0.0,0.36363637,0.72727275,1400729744110
6199.249,-0.14404775,-0.012755784,9.540803,-0.72727275,-0.36363637,-0.36363637,1400729744134
6216.827,-0.03352159,0.223678,9.371519,0.36363637,0.36363637,0.36363637,1400729744147
6234.4053,-0.21223028,0.34401718,9.329323,0.0,0.36363637,0.36363637,1400729744175
6251.9834,-0.1475965,0.108201444,9.306886,0.0,0.36363637,0.72727275,1400729744177
6269.5615,-0.27473792,0.41916487,9.403706,0.36363637,0.0,0.72727275,1400729744195
6287.1396,-0.38870203,0.21834224,9.264804,0.36363637,0.36363637,0.0,1400729744228
6322.296,-0.34703156,0.17539772,9.22224,0.0,-0.36363637,0.36363637,1400729744310
6339.874,-0.2499225,-2.6345247E-4,9.382486,0.0,-0.36363637,0.0,1400729744310
6357.452,-0.32496807,0.21409568,9.383954,-0.36363637,0.0,0.72727275,1400729744311
6375.0303,-0.084089905,0.30683976,9.606183,0.0,0.36363637,0.36363637,1400729744311
6392.6084,-0.33558586,0.27748394,9.42723,0.36363637,0.36363637,0.0,1400729744340
6410.1865,-0.13711084,0.24819925,9.453781,-0.36363637,0.0,0.36363637,1400729744340
6427.7646,-0.19697152,-0.08162599,9.387888,0.36363637,0.0,0.72727275,1400729744375
6445.343,-0.15678196,0.15764597,9.47945,0.36363637,0.36363637,0.36363637,1400729744375
6462.921,-0.23191498,0.32858026,9.428748,0.0,0.36363637,0.36363637,1400729744411
6480.499,-0.29613286,0.37324443,9.301623,0.36363637,0.36363637,0.36363637,1400729744416
6498.077,-0.36712247,0.2974578,9.418544,0.0,0.36363637,0.72727275,1400729744448
6515.6553,-0.11338182,0.037875872,9.533028,0.36363637,0.36363637,0.36363637,1400729744451
6533.2334,-0.25436133,0.2986084,9.237474,0.72727275,0.72727275,1.0909091,1400729744481
6550.8115,-0.12811194,0.1762905,9.240096,0.36363637,0.36363637,1.0909091,1400729744482
6568.3896,-0.26256537,0.19210133,9.352231,0.0,0.0,0.72727275,1400729744517
6585.968,-0.16679534,0.041616008,9.4037485,-0.72727275,-0.36363637,0.36363637,1400729744517
6603.546,-0.05139112,0.18557125,9.629792,-0.36363637,0.0,0.36363637,1400729744544
6621.124,-0.26161113,0.18638247,9.441936,-0.36363637,-0.36363637,0.36363637,1400729744581
6638.702,-0.0029295073,0.15576844,9.237818,-0.36363637,0.0,0.0,1400729744581
6656.2803,-0.10530605,0.3263072,9.587368,0.36363637,0.36363637,0.72727275,1400729744582
6673.8584,-0.3676025,0.3164136,9.389497,-0.36363637,0.0,0.36363637,1400729744610
6691.4365,-0.27261567,0.27995867,9.476724,0.0,0.0,0.36363637,1400729744616
6709.0146,-0.20816846,0.02167869,9.413166,0.0,0.0,0.36363637,1400729744650
6726.593,-0.29352087,0.16142789,9.3510065,0.0,0.36363637,0.72727275,1400729744651
6744.171,-0.115103714,0.07177781,9.39474,0.0,-0.36363637,0.36363637,1400729744685
6761.749,-0.14548007,0.0011879548,9.411514,0.0,0.36363637,0.72727275,1400729744686
6779.327,-0.21724121,-0.024953764,9.500925,-0.72727275,-0.36363637,-0.36363637,1400729744716
6796.9053,-0.062461738,0.11768258,9.496509,0.72727275,0.36363637,0.72727275,1400729744752
6814.4834,-0.2089478,0.11424723,9.427802,-0.36363637,0.0,0.0,1400729744754
6832.0615,-0.3160819,0.2382639,9.255074,0.36363637,0.72727275,1.0909091,1400729744758
6849.6396,-0.2103976,0.22476916,9.393342,0.36363637,0.0,0.72727275,1400729744790
6867.218,-0.33491537,0.25953057,9.476326,-0.36363637,0.0,0.0,1400729744792
6884.796,-0.18900265,0.2706896,9.495424,-0.36363637,0.0,0.0,1400729744829
6902.374,-0.29217213,0.08259748,9.407052,0.0,0.0,0.72727275,1400729744829
6919.952,-0.3148653,0.36281958,9.501289,0.0,-0.36363637,0.36363637,1400729744862
6937.5303,-0.20074376,0.2207543,9.3130455,-1.0909091,0.36363637,0.0,1400729744867
6955.1084,-0.09515469,0.20675835,9.44129,0.0,0.36363637,0.72727275,1400729744900
6972.6865,-0.25321665,0.29389194,9.347227,-0.36363637,-0.36363637,0.36363637,1400729744901
6990.2646,-0.13606332,0.2537125,9.564046,0.0,0.36363637,0.72727275,1400729744920
7007.843,-0.20970768,0.09950668,9.337072,0.36363637,0.36363637,0.72727275,1400729744954
7025.421,-0.23104821,0.27943656,9.466282,0.36363637,0.0,0.72727275,1400729744956
7042.999,-0.15611146,0.13969259,9.528545,0.0,0.36363637,0.72727275,1400729744962
7060.577,-0.11580335,0.25069484,9.503693,-0.72727275,-0.72727275,-0.36363637,1400729744996
7078.1553,-0.2940223,0.29842368,9.437861,0.0,0.36363637,0.36363637,1400729745004
7095.7334,-0.11799945,0.27135986,9.304748,0.36363637,0.0,0.72727275,1400729745038
7113.3115,-0.19660227,-0.015235706,9.491204,0.36363637,0.72727275,1.0909091,1400729745041
7130.8896,-0.28241917,0.057622,9.315705,0.0,0.0,0.36363637,1400729745072
7148.468,-0.20915379,0.1990921,9.492046,0.0,-0.36363637,0.36363637,1400729745073
7166.046,-0.4086783,0.23359445,9.365767,-0.36363637,0.0,0.0,1400729745108
7183.624,-0.2310385,0.22578202,9.413599,-0.72727275,0.0,0.0,1400729745111
